City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
272,lisakovsk,52.5369,62.4936,15.77,40,36,3.41,KZ,1682445854
273,taroa,8.7058,171.2275,27.25,81,100,8.38,MH,1682445854
274,rangapara,26.8167,92.65,23.32,59,41,2.14,IN,1682445854
275,plettenberg bay,-34.0527,23.3716,16.21,87,37,1.47,ZA,1682445855
276,kapustin yar,48.5831,45.7372,12.81,74,82,4.88,RU,1682445855
277,hilo,19.7297,-155.09,29.04,72,0,2.06,US,1682445855
278,dampit,-8.2116,112.7493,22.03,97,84,0.81,ID,1682445856
279,ocean shores,46.9737,-124.1563,12.99,72,0,4.63,US,1682445733
280,mala,-12.6581,-76.6308,24.42,76,70,4.02,PE,1682445856
281,aqsay,51.1678,52.995,16.58,45,100,4.53,KZ,1682445856
282,hrajel,34.0148,35.7946,10.64,83,5,0.74,LB,1682445857
283,mogadishu,2.0371,45.3438,28.78,68,100,4.71,SO,1682445857
284,woodward,36.4337,-99.3904,10.57,100,100,6.69,US,1682445858
285,chonchi,-42.6128,-73.8092,11.73,99,100,0.58,CL,1682445858
286,preobrazheniye,42.9019,133.9064,3.54,93,100,1.29,RU,1682445858
287,arys,42.4252,68.795,17.44,34,0,8.36,KZ,1682445858
288,kolwezi,-10.7148,25.4667,18.0,85,72,1.91,CD,1682445631
289,barcelos,41.5388,-8.6151,21.62,74,65,2.38,PT,1682445725
290,el calafate,-50.3408,-72.2768,7.72,63,4,2.25,AR,1682445859
291,finley,46.154,-119.0339,17.2,48,0,4.02,US,1682445859
292,santiago de cao,-7.9589,-79.2392,26.07,73,94,6.17,PE,1682445687
293,roma,43.2128,-75.4557,9.73,65,100,5.14,US,1682445677
294,wapato,46.4476,-120.4203,14.93,48,0,0.0,US,1682445860
295,sirte,31.2089,16.5887,20.35,49,2,4.64,LY,1682445861
296,oltinko'l,40.8011,72.1634,21.78,30,0,1.11,UZ,1682445861
297,hadibu,12.65,54.0333,28.21,70,65,1.35,YE,1682445861
298,cidreira,-30.1811,-50.2056,23.3,68,81,5.15,BR,1682445808
299,peniscola,40.3359,0.3613,24.82,63,86,1.48,ES,1682445861
300,camacupa,-12.0167,17.4833,19.1,80,100,1.15,AO,1682445862
301,ixtapa,20.7,-105.2,26.57,54,40,4.63,MX,1682445862
302,qa'en,33.7265,59.1844,21.38,25,80,2.38,IR,1682445862
303,kruisfontein,-34.0033,24.7314,18.82,92,72,0.07,ZA,1682445863
304,gereshk,31.8209,64.5701,26.44,14,97,3.5,AF,1682445863
305,chifeng,42.2683,118.9636,2.92,18,0,2.78,CN,1682445863
306,ola,59.5833,151.2833,0.08,82,100,3.87,RU,1682445864
307,zara,44.1197,15.2422,12.34,94,75,1.03,HR,1682445864
308,lianzhou,24.7811,112.3825,10.22,96,1,1.6,CN,1682445864
309,san andres,12.5847,-81.7006,31.01,58,20,3.09,CO,1682445864
310,khoyniki,51.8911,29.9552,12.71,61,65,2.79,BY,1682445865
311,manacapuru,-3.2997,-60.6206,27.75,78,68,0.32,BR,1682445865
312,oromocto,45.8351,-66.4792,9.28,76,100,3.58,CA,1682445866
313,okha,53.5739,142.9478,-0.75,79,86,4.27,RU,1682445866
314,altai,46.3722,96.2583,1.67,52,79,3.99,MN,1682445866
315,amga,60.8953,131.9608,-7.73,97,100,0.83,RU,1682445866
316,shiqian,27.5225,108.2281,11.37,89,1,0.53,CN,1682445866
317,moyynkum,44.2914,72.9469,15.34,32,0,9.76,KZ,1682445867
318,mbanza-ngungu,-5.25,14.8667,22.84,88,47,0.48,CD,1682445867
319,heroica guaymas,27.9333,-110.9,28.03,50,0,2.06,MX,1682445868
320,hassi messaoud,31.6804,6.0729,34.92,10,0,1.54,DZ,1682445868
321,egilsstadir,65.2653,-14.3948,-0.05,69,75,5.66,IS,1682445868
322,mejit,10.2753,170.8646,27.22,78,98,8.72,MH,1682445868
323,vila do maio,15.1333,-23.2167,26.44,77,3,7.31,CV,1682445869
324,carhuamayo,-10.9167,-76.0333,10.3,55,83,5.54,PE,1682445869
325,takoradi,4.8845,-1.7554,28.64,77,74,5.18,GH,1682445851
326,antofagasta,-23.65,-70.4,19.6,74,42,3.77,CL,1682445870
327,korla,41.7597,86.1469,16.67,28,83,8.79,CN,1682445630
328,berezna,51.5716,31.7846,12.74,61,96,2.48,UA,1682445870
329,brookings,44.3114,-96.7984,9.54,46,0,7.72,US,1682445831
330,enewetak,11.3474,162.3373,26.49,80,100,6.89,MH,1682445870
331,nikel,69.4128,30.222,0.1,84,35,1.74,RU,1682445871
332,bel ombre,-4.6167,55.4167,27.91,83,20,1.54,SC,1682445871
333,al kharijah,25.4514,30.5464,27.02,12,63,4.31,EG,1682445871
334,georgetown,5.4112,100.3354,27.96,93,20,2.68,MY,1682445635
335,bengkulu,-3.8004,102.2655,24.54,93,100,0.84,ID,1682445872
336,kimbe,-5.5502,150.1429,24.71,93,91,1.22,PG,1682445872
337,crane,31.3974,-102.3501,24.98,29,24,4.0,US,1682445872
338,penzance,50.1186,-5.5371,9.38,73,100,10.2,GB,1682445872
339,bikaner,28.0167,73.3,30.36,15,79,2.99,IN,1682445873
340,carutapera,-1.195,-46.02,29.07,71,63,4.02,BR,1682445873
341,chazuta,-6.5742,-76.1367,28.47,78,91,0.84,PE,1682445873
342,st. john's,47.5649,-52.7093,4.26,94,100,8.49,CA,1682445874
343,wuhai,39.6647,106.8122,13.33,33,43,6.37,CN,1682445874
344,pangkalpinang,-2.1333,106.1333,25.54,86,46,0.91,ID,1682445874
345,springs,-26.25,28.4,18.47,29,56,0.78,ZA,1682445874
346,port douglas,-16.4833,145.4667,24.51,82,94,7.32,AU,1682445874
347,east ballina,-28.8667,153.5833,16.0,74,53,5.82,AU,1682445875
348,slave lake,55.2834,-114.769,4.99,87,100,4.12,CA,1682445875
349,loushanguan,28.1375,106.82,10.51,84,33,0.76,CN,1682445875
350,angaur state,6.906,134.13,28.48,74,12,3.64,PW,1682445875
351,nosy varika,-20.5833,48.5333,24.08,81,29,3.06,MG,1682445875
352,formosa do rio preto,-11.0483,-45.1931,32.71,30,31,3.17,BR,1682445876
353,van buren,35.4368,-94.3483,12.34,79,100,2.06,US,1682445876
354,umba,66.6871,34.3429,-1.19,87,74,1.91,RU,1682445876
355,broken hill,-31.95,141.4333,18.21,50,94,4.84,AU,1682445876
356,nchelenge,-9.3451,28.734,23.83,77,78,1.73,ZM,1682445877
357,tahoua,14.8888,5.2692,39.99,14,0,2.06,NE,1682445877
358,battenberg,51.0167,8.65,9.46,72,96,3.38,DE,1682445877
359,kelibia,36.8476,11.0939,21.14,68,0,1.54,TN,1682445877
360,utrik,11.2278,169.8474,27.05,78,86,8.39,MH,1682445878
361,mana,5.6592,-53.7767,27.87,78,94,3.81,GF,1682445878
362,novaya lyalya,59.055,60.599,11.86,59,27,2.66,RU,1682445878
363,praia,14.9215,-23.5087,26.3,53,20,8.23,CV,1682445879
364,pionerskiy,54.9508,20.2275,6.91,82,100,5.75,RU,1682445879
365,sao felix do xingu,-6.6447,-51.995,30.26,56,100,2.22,BR,1682445879
366,newman,37.3138,-121.0208,22.81,34,11,4.92,US,1682445879
367,batobato,6.8252,126.0846,26.64,83,88,1.91,PH,1682445880
368,nassau,40.7507,-73.5829,15.82,45,100,3.09,US,1682445880
369,ulladulla,-35.35,150.4667,14.2,92,8,1.86,AU,1682445880
370,woodstock,43.1334,-80.7497,9.9,59,44,5.32,CA,1682445788
371,matao,-21.6033,-48.3658,26.07,52,86,0.44,BR,1682445881
372,cox's bazar,21.4532,91.9798,25.95,79,34,1.47,BD,1682445881
373,lyozna,55.0249,30.7956,10.94,68,76,2.12,BY,1682445881
374,santyoku,37.4406,129.1708,8.85,79,78,3.48,KR,1682445882
375,ghadamis,30.1337,9.5007,26.94,10,1,3.63,LY,1682445882
376,xinyuan,37.3,99.0,1.33,22,20,2.12,CN,1682445882
377,jimo,36.3897,120.4622,11.88,82,40,4.0,CN,1682445882
378,coquimbo,-29.9533,-71.3436,15.85,82,100,2.57,CL,1682445636
379,rabo de peixe,37.8,-25.5833,17.73,94,75,3.6,PT,1682445883
380,malvan,16.0667,73.4667,26.9,79,28,3.07,IN,1682445883
381,la'ie,21.6477,-157.9253,24.47,82,92,5.79,US,1682445659
382,emerald,-23.5333,148.1667,16.3,78,7,6.45,AU,1682445883
383,uturoa,-16.7333,-151.4333,27.53,78,55,4.03,PF,1682445883
384,al bawiti,28.3492,28.8659,26.09,19,0,2.96,EG,1682445884
385,araxa,-19.5933,-46.9406,25.98,53,40,4.63,BR,1682445861
386,tobruk,32.0836,23.9764,18.22,70,0,2.75,LY,1682445884
387,fort bragg,35.139,-79.006,21.01,43,75,2.24,US,1682445885
388,vilyuchinsk,52.9306,158.4028,0.15,81,87,3.84,RU,1682445885
389,natal,-5.795,-35.2094,28.36,83,75,8.23,BR,1682445885
390,nikolayevsk-on-amure,53.1406,140.73,-0.31,97,100,2.67,RU,1682445885
391,staraya russa,57.9944,31.3608,13.26,58,84,2.64,RU,1682445886
392,tsiombe,-25.3,45.4833,19.22,75,94,2.58,MG,1682445886
393,abepura,-2.6333,140.5833,25.45,78,20,1.54,ID,1682445886
394,prince rupert,54.3161,-130.3201,7.05,72,100,4.12,CA,1682445621
395,alesund,62.4723,6.1549,3.84,82,75,6.17,NO,1682445887
396,bikenibeu village,1.3673,173.1241,25.98,89,75,1.03,KI,1682445887
397,ierapetra,35.01,25.7353,18.41,70,51,0.89,GR,1682445887
398,kittila,67.6647,24.8936,2.08,41,0,4.12,FI,1682445887
399,kodoli,16.8833,74.2,23.27,81,20,3.55,IN,1682445888
400,sao joao da barra,-21.6403,-41.0511,26.05,71,21,4.03,BR,1682445815
401,cukai,4.25,103.4167,25.97,90,100,1.82,MY,1682445888
402,sandnessjoen,66.0217,12.6316,3.14,58,75,3.09,NO,1682445888
403,sao francisco do sul,-26.2433,-48.6381,24.95,73,75,3.6,BR,1682445889
404,el granada,37.5027,-122.4694,24.78,69,75,2.06,US,1682445889
405,amarkantak,22.6667,81.75,21.36,57,96,1.66,IN,1682445889
406,oranjemund,-28.55,16.4333,15.09,94,11,3.66,NA,1682445889
407,nguigmi,14.2495,13.1092,32.94,21,24,1.29,NE,1682445890
408,puducherry,11.9333,79.8167,28.82,78,50,3.72,IN,1682445890
409,vila franca do campo,37.7167,-25.4333,18.23,85,65,3.62,PT,1682445890
410,puerto san jose,13.9256,-90.8244,31.93,55,72,3.13,GT,1682445890
411,cascavel,-24.9558,-53.4553,22.78,60,40,6.17,BR,1682445695
412,luanda,-8.8368,13.2343,28.0,83,75,4.12,AO,1682445613
413,jammalamadugu,14.8333,78.4,28.58,70,80,3.73,IN,1682445891
414,muisne,0.6,-80.0333,28.92,68,43,3.2,EC,1682445891
415,labytnangi,66.6572,66.4183,-9.77,89,5,3.2,RU,1682445891
416,el bauga,18.262,33.9081,34.08,10,2,4.62,SD,1682445892
417,margate,51.3813,1.3862,9.06,59,35,0.89,GB,1682445892
418,al jawf,29.5,38.75,23.92,18,2,4.21,SA,1682445892
419,karaton,-6.3424,106.1045,23.99,90,95,0.93,ID,1682445892
420,brownwood,31.7093,-98.9912,22.0,60,100,5.66,US,1682445611
421,namtsy,62.7161,129.6658,-7.12,98,100,1.58,RU,1682445892
422,champua,22.0833,85.6667,24.51,70,69,2.99,IN,1682445893
423,aykhal,66.0,111.5,-9.86,96,100,3.6,RU,1682445893
424,timaru,-44.4,171.25,8.93,95,99,5.17,NZ,1682445893
425,princesa isabel,-7.7367,-37.9933,28.93,44,94,2.17,BR,1682445893
426,punta arenas,-53.15,-70.9167,9.06,57,40,7.72,CL,1682445639
427,barranca,-10.75,-77.7667,25.8,68,83,4.94,PE,1682445894
428,kerikeri,-35.2268,173.9474,12.17,94,6,2.07,NZ,1682445894
429,timizart,36.8,4.2667,19.77,43,83,1.03,DZ,1682445895
430,horta,38.5333,-28.6333,17.8,94,40,6.69,PT,1682445895
431,touros,-5.1989,-35.4608,28.24,75,95,5.57,BR,1682445895
432,barcelona,41.3888,2.159,21.45,78,40,5.66,ES,1682445896
433,okap,19.7578,-72.2042,27.97,61,40,6.69,HT,1682445786
434,charlottetown,46.2352,-63.1267,6.54,70,100,2.06,CA,1682445807
435,asbury lake,30.0491,-81.8215,28.03,61,75,6.17,US,1682445896
436,pekanbaru,0.5333,101.45,25.18,100,40,2.06,ID,1682445897
437,askoy,60.4092,5.226,6.16,63,40,9.77,NO,1682445897
438,iskateley,67.6803,53.1512,-5.89,88,9,5.88,RU,1682445897
439,acajutla,13.5928,-89.8275,30.88,57,12,3.73,SV,1682445897
440,portland,45.5234,-122.6762,13.92,72,83,3.13,US,1682445617
441,sao vicente,-23.9631,-46.3919,30.15,57,75,2.24,BR,1682445821
442,santa elena de uairen,4.6167,-61.1333,18.26,96,100,0.84,VE,1682445898
443,esquel,-42.9,-71.3167,9.4,86,100,0.3,AR,1682445898
444,masterton,-40.9597,175.6575,16.05,70,98,6.79,NZ,1682445789
445,greymouth,-42.4667,171.2,13.22,82,70,6.87,NZ,1682445898
446,kangding,30.0513,101.9603,5.6,98,100,0.74,CN,1682445899
447,vila velha,-20.3297,-40.2925,26.97,79,40,4.63,BR,1682445661
448,shingu,33.7333,135.9833,17.38,95,100,6.53,JP,1682445899
449,gassol,8.5333,10.4667,34.6,30,93,2.49,NG,1682445899
450,barra de santo antonio,-9.4047,-35.5072,27.6,77,96,3.43,BR,1682445900
451,wolf trap,38.9398,-77.2861,16.05,41,75,2.57,US,1682445900
452,gisborne,-38.6533,178.0042,11.03,80,14,4.37,NZ,1682445900
453,swan hill,-35.3378,143.5544,15.65,66,71,3.28,AU,1682445901
454,moranbah,-22.0016,148.0466,17.09,81,0,6.86,AU,1682445901
455,sol'tsy,58.1239,30.3238,12.33,65,39,2.03,RU,1682445902
456,vadso,70.0744,29.7487,1.09,69,0,6.17,NO,1682445902
457,nambucca,-30.6333,152.9833,16.01,76,92,2.73,AU,1682445902
458,puerto aysen,-45.4,-72.7,12.02,82,100,3.6,CL,1682445903
459,kavaratti,10.5669,72.642,27.86,69,50,3.6,IN,1682445903
460,new shagunnu,10.3396,4.4688,33.6,41,62,0.85,NG,1682445903
461,rongelap,11.1635,166.8941,24.57,90,100,3.02,MH,1682445903
462,talara,-4.5772,-81.2719,30.42,70,40,4.12,PE,1682445904
463,chornomors'k,46.305,30.6548,11.5,79,98,7.05,UA,1682445904
464,mil'kovo,55.6078,37.7956,16.22,74,100,3.25,RU,1682445905
465,daru,-9.0763,143.2092,26.26,88,100,4.97,PG,1682445905
466,trondheim,63.4305,10.3951,2.03,94,100,2.26,NO,1682445643
467,akureyri,65.6835,-18.0878,-0.04,59,75,3.6,IS,1682445906
468,sokoni,-6.4333,39.55,27.92,84,33,6.72,TZ,1682445906
469,afif,23.9065,42.9172,23.31,47,75,6.11,SA,1682445906
470,kavieng,-2.5744,150.7967,27.66,80,13,3.9,PG,1682445907
471,laojunmiao,39.8333,97.7333,10.02,18,17,3.03,CN,1682445907
472,hirara,24.8,125.2833,22.15,88,100,6.69,JP,1682445907
473,smara,26.7384,-11.6719,35.95,10,85,6.38,EH,1682445908
474,las veredas,23.1388,-109.7075,28.31,52,0,4.12,MX,1682445848
475,quetta,30.199,67.0097,19.12,26,100,2.11,PK,1682445620
476,atar,20.5169,-13.0499,38.36,11,4,4.76,MR,1682445908
477,platteville,42.7342,-90.4785,9.13,57,75,4.63,US,1682445909
478,hami,42.8,93.45,16.51,29,98,7.56,CN,1682445909
479,silver city,32.7701,-108.2803,21.06,25,0,5.81,US,1682445910
480,kisangani,0.5167,25.2,25.95,67,82,0.93,CD,1682445910
481,kendari,-3.945,122.4989,24.36,95,93,1.5,ID,1682445910
482,selfoss,63.9331,-20.9971,5.58,57,99,3.11,IS,1682445911
483,achit,56.7985,57.8994,12.29,60,72,2.22,RU,1682445911
484,nemuro,43.3236,145.575,4.11,79,100,6.72,JP,1682445911
485,divnogorsk,55.9594,92.3619,-1.73,82,19,3.55,RU,1682445912
486,castillos,-34.1667,-53.8333,19.8,86,98,2.06,UY,1682445912
487,sherman oaks,34.1511,-118.4492,22.36,68,0,3.6,US,1682445689
488,howrah,22.5892,88.3103,30.0,70,40,1.54,IN,1682445912
489,aoulef,26.9667,1.0833,33.42,10,0,5.64,DZ,1682445913
490,rockport,28.0206,-97.0544,27.01,81,75,7.2,US,1682445686
491,limoeiro,-7.8747,-35.4503,29.26,63,90,4.85,BR,1682445913
492,ellon,57.3641,-2.0731,6.29,52,89,5.66,GB,1682445913
493,la nucia,38.6137,-0.1269,29.92,49,91,2.67,ES,1682445914
494,semey,50.4111,80.2275,7.53,52,25,3.61,KZ,1682445914
495,misratah,32.3754,15.0925,22.96,47,2,1.52,LY,1682445914
496,al hawatah,13.4167,34.6333,37.26,11,20,3.94,SD,1682445915
497,kimberley,-28.7323,24.7623,16.83,55,0,1.54,ZA,1682445915
498,myeik,12.4333,98.6,27.35,82,96,0.34,MM,1682445915
499,calauag,13.9575,122.2875,24.45,90,19,2.03,PH,1682445916
500,athens,37.9795,23.7162,20.21,55,20,3.58,GR,1682445672
501,bezhetsk,57.7851,36.6965,12.79,57,88,2.33,RU,1682445917
502,tralee,52.2704,-9.7026,10.14,66,20,4.12,IE,1682445917
503,borogontsy,62.6683,131.1683,-7.52,98,99,1.55,RU,1682445917
504,el porvenir,13.7617,-87.3458,31.63,48,72,2.08,HN,1682445918
505,queenstown,-31.8976,26.8753,15.7,82,77,1.8,ZA,1682445918
506,namsos,64.4662,11.4957,1.03,100,100,1.54,NO,1682445918
507,tazacorte,28.629,-17.9293,22.3,78,40,4.12,ES,1682445919
508,nova vicosa,-17.8919,-39.3719,26.72,74,23,3.28,BR,1682445769
509,rasinari,45.7,24.0667,9.33,76,75,6.69,RO,1682445919
510,sao tome,0.3365,6.7273,26.17,85,100,5.58,ST,1682445920
511,san juan del sur,11.2529,-85.8705,30.12,66,75,2.06,NI,1682445920
512,las heras,-46.5419,-68.9359,13.61,46,100,3.25,AR,1682445920
513,hotan,37.0997,79.9269,19.03,17,26,0.47,CN,1682445921
514,laguna,38.421,-121.4238,24.6,34,0,6.17,US,1682445811
515,guarapari,-20.6667,-40.4975,26.61,73,32,3.74,BR,1682445747
516,cill airne,52.05,-9.5167,10.03,66,20,4.12,IE,1682445922
517,malpica,43.3228,-8.8105,18.09,55,100,4.14,ES,1682445922
518,manali,13.1667,80.2667,31.05,86,11,3.48,IN,1682445922
519,kirakira,-10.4544,161.9205,25.9,82,54,1.98,SB,1682445922
520,nowa sol,51.8033,15.717,8.33,65,78,3.62,PL,1682445922
521,lospalos,-8.5186,127.0025,22.23,96,100,1.75,TL,1682445923
522,mumford,5.2618,-0.759,28.57,81,95,6.6,GH,1682445923
523,bossangoa,6.4926,17.4552,28.32,54,84,1.98,CF,1682445923
524,pankrushikha,53.8319,80.3406,7.99,63,100,5.96,RU,1682445924
525,kinston,35.2627,-77.5816,20.62,32,20,0.0,US,1682445924
526,mufulira,-12.5498,28.2407,17.57,79,0,1.82,ZM,1682445924
527,lobujya,27.95,86.8167,-12.78,74,72,2.52,NP,1682445924
528,calingasta,-31.3308,-69.4078,23.29,14,45,0.77,AR,1682445924
529,uray,60.1247,64.7758,11.24,75,70,2.2,RU,1682445925
530,corinto,37.9407,22.9573,17.16,67,77,4.37,GR,1682445925
531,usinsk,65.9939,57.5281,-6.43,89,8,2.38,RU,1682445925
532,thomasville,35.8826,-80.082,19.11,45,54,1.34,US,1682445925
533,taunggyi,20.7833,97.0333,19.42,45,35,0.8,MM,1682445926
534,ribas do rio pardo,-20.4431,-53.7592,27.39,66,55,2.8,BR,1682445862
535,damara,4.9608,18.7035,26.69,65,87,0.75,CF,1682445926
536,banavar,13.4136,76.1683,24.33,71,78,2.82,IN,1682445926
537,saint-paul,-21.0096,55.2707,25.06,93,10,0.13,RE,1682445926
538,loch garman,52.3342,-6.4575,9.56,80,100,3.58,IE,1682445927
539,tual,-5.6667,132.75,28.16,73,53,0.79,ID,1682445927
540,campo gallo,-26.5833,-62.85,27.0,41,0,0.61,AR,1682445927
541,port-vila,-17.7338,168.3219,25.59,76,65,3.89,VU,1682445928
542,lubang,13.8584,120.124,27.74,77,5,7.22,PH,1682445928
543,itoman,26.1247,127.6694,22.01,83,100,6.17,JP,1682445928
544,kostroma,57.7708,40.9344,12.96,71,100,4.45,RU,1682445929
545,shantobe,52.4581,68.1839,12.27,51,8,4.09,KZ,1682445929
546,bodo,67.28,14.405,4.02,40,75,4.12,NO,1682445929
547,bodo,67.28,14.405,4.02,40,75,4.12,NO,1682445929
